,credit_score,country,gender,age,tenure,balance,products_number,credit_card,active_member,estimated_salary,churn
5536,636,1,0,45,3,0,2,1,1,159463,0
5537,527,2,1,41,10,136733,1,1,1,57589,0
5538,717,2,1,28,9,82498,2,0,0,40437,0
5539,614,1,0,39,3,151914,1,0,0,56459,0
5540,737,0,0,43,0,80090,1,1,0,39920,1
5541,587,1,0,51,3,83739,1,0,1,148798,0
5542,682,0,1,35,2,181166,1,1,1,63737,1
5543,710,0,0,38,3,130588,1,1,1,154997,0
5544,507,0,0,42,6,0,2,1,0,34777,0
5545,609,2,0,33,6,94126,1,0,0,93718,0
5546,786,0,0,32,9,0,2,1,0,133112,0
5547,688,0,0,38,7,148045,1,1,0,175479,1
5548,710,0,0,38,2,0,2,1,0,96,0
5549,779,1,0,33,3,0,2,1,0,30804,0
5550,733,0,1,44,6,168165,1,0,1,197193,0
5551,583,2,1,26,10,72835,2,1,0,96792,0
5552,627,0,0,41,3,0,2,1,0,132719,0
5553,666,2,0,31,3,123212,2,1,1,112157,0
5554,620,1,0,38,0,0,2,1,1,38015,0
5555,614,1,1,39,6,0,2,1,1,164018,0
5556,606,0,0,40,6,119501,2,1,0,46774,0
5557,700,2,1,39,5,144550,2,1,1,189664,0
5558,677,2,0,34,3,126729,1,1,1,26106,1
5559,850,2,0,36,5,119984,1,1,0,191535,1
5560,564,0,0,35,4,0,1,1,0,158937,0
5561,771,1,1,56,2,0,1,1,1,25222,1
5562,620,1,0,42,9,121490,1,1,1,29296,0
5563,610,1,0,46,5,91897,1,1,0,54394,0
5564,609,1,0,39,2,139443,2,1,0,9234,0
5565,683,2,0,35,5,144961,1,0,1,26796,0
5566,633,2,0,42,3,126041,1,0,1,11796,0
5567,676,2,0,28,1,69459,2,1,1,128461,0
5568,693,0,0,38,7,198338,2,1,1,14278,0
5569,709,0,0,36,0,0,2,1,0,46811,0
5570,569,2,0,35,2,109196,3,1,0,109393,1
5571,684,1,1,38,3,134168,3,1,0,3966,1
5572,565,0,0,34,6,0,1,1,1,63173,0
5573,681,0,0,29,8,0,1,1,0,66367,0
5574,503,1,1,36,9,0,2,1,1,16274,0
5575,656,0,0,40,2,0,2,1,1,180553,0
5576,566,2,0,65,4,120100,1,1,0,107563,1
5577,592,0,1,62,5,0,1,1,1,100941,0
5578,687,1,1,50,5,0,2,1,0,110230,0
5579,686,1,0,22,8,0,2,0,0,142331,0
5580,616,1,0,30,2,0,2,1,0,199099,0
5581,494,1,0,67,5,0,2,1,1,85890,0
5582,534,0,0,38,3,0,1,0,0,143938,0
5583,695,1,1,31,8,0,2,0,1,131644,0
5584,579,1,1,31,9,0,2,1,0,112395,0
5585,432,2,0,38,2,135559,2,1,1,71856,0
5586,816,2,1,25,2,150355,2,1,1,35770,0
5587,730,0,1,37,1,0,2,1,1,124364,0
5588,593,0,1,35,6,133489,2,1,1,78101,0
5589,715,2,1,37,9,105489,1,0,0,143096,1
5590,775,2,0,25,10,60205,2,1,0,14073,0
5591,539,0,0,38,5,0,2,1,0,47388,0
5592,576,1,0,19,6,0,2,0,0,72306,0
5593,617,1,0,50,7,0,1,1,0,184839,1
5594,688,0,0,40,6,0,1,1,1,47886,0
5595,608,0,0,33,4,0,1,0,1,130474,0
5596,597,1,0,35,9,0,3,0,1,73181,1
5597,670,0,1,42,6,112333,1,1,1,65706,0
5598,616,2,1,57,7,116936,1,1,1,104379,0
5599,579,2,1,50,5,117721,1,0,1,192146,1
5600,786,0,0,37,7,165896,2,1,1,66977,0
5601,704,1,1,44,9,153656,1,1,0,158742,0
5602,796,0,1,50,1,94164,1,1,1,189414,0
5603,598,1,0,39,1,0,2,1,0,159130,0
5604,602,0,0,49,0,191808,1,0,0,97640,0
5605,619,0,0,58,5,152199,1,1,1,86022,0
5606,492,2,1,52,8,125396,1,1,0,10014,1
5607,641,2,0,41,7,104405,3,1,0,17384,0
5608,518,0,1,27,1,133801,1,1,1,143315,0
5609,623,1,1,40,4,0,3,1,0,31669,0
5610,733,0,1,28,5,0,2,0,0,12761,0
5611,625,2,0,42,6,100047,1,1,0,93429,0
5612,759,0,1,31,1,109848,1,1,1,42012,0
5613,604,0,1,32,7,127849,1,1,0,15798,0
5614,512,1,1,46,3,0,2,1,1,56408,0
5615,520,0,1,29,8,95947,1,1,0,4696,0
5616,805,1,0,26,2,0,2,1,1,25042,0
5617,626,0,0,43,4,137638,1,1,0,130442,1
5618,656,0,0,38,10,0,1,1,1,136521,0
5619,785,1,0,41,7,0,2,1,1,199108,0
5620,553,0,0,31,6,0,2,0,0,124596,0
5621,569,0,1,44,4,0,2,0,0,134394,0
5622,670,0,0,38,10,89416,1,0,0,144275,0
5623,586,1,0,42,6,0,2,1,1,123410,0
5624,617,1,1,45,1,0,1,1,0,143298,0
5625,508,0,1,60,7,143262,1,1,1,129562,0
5626,624,1,1,35,7,119656,2,1,1,4595,0
5627,654,0,0,29,4,132954,1,1,1,146715,0
5628,681,2,1,44,3,105206,2,1,1,163558,0
5629,578,1,0,28,4,0,2,0,0,6947,0
5630,621,1,1,37,9,83061,2,1,0,9170,0
5631,632,0,0,40,5,147650,1,1,1,199674,0
5632,644,0,0,44,5,73348,1,1,0,157166,1
5633,821,0,0,28,2,0,2,1,0,46072,0
5634,754,0,1,38,2,0,2,0,0,3524,0
5635,568,1,1,27,1,116320,1,0,1,45563,0
5636,584,0,0,33,3,0,2,0,1,59103,0
5637,549,0,1,29,8,0,2,1,1,189558,0
5638,729,0,1,38,7,0,2,0,0,45779,0
5639,523,0,0,61,8,66250,1,1,1,21859,0
5640,477,2,1,24,2,95675,2,0,0,162699,1
5641,675,2,0,42,2,92616,2,1,0,8567,0
5642,782,1,1,41,4,0,1,1,0,132943,0
5643,616,1,1,36,6,0,1,1,1,12916,1
5644,738,1,1,37,8,100565,1,1,1,128799,0
5645,717,1,1,42,5,190305,1,1,0,99347,1
5646,526,2,1,35,9,118536,1,1,0,40980,1
5647,660,0,0,19,5,127649,1,1,1,40368,0
5648,525,0,0,35,7,165358,1,0,1,94738,0
5649,629,1,0,29,6,0,2,1,1,88842,0
5650,616,2,1,36,10,78249,1,1,0,136934,0
5651,521,2,1,61,0,125193,1,1,1,109356,0
5652,691,0,1,29,9,0,2,0,0,199635,0
5653,687,2,1,41,2,154007,1,1,0,158408,0
5654,677,1,1,43,3,133214,2,1,1,95936,0
5655,695,1,0,63,1,146202,1,1,1,126688,1
5656,663,0,1,27,9,0,2,1,0,150850,0
5657,496,0,0,30,0,90963,1,0,1,27802,0
5658,747,1,0,41,9,0,1,1,0,32430,1
5659,546,0,1,52,2,0,1,1,0,137332,1
5660,706,1,0,68,4,114386,1,1,1,28601,0
5661,472,0,1,26,5,0,2,1,0,108411,0
5662,703,0,1,40,7,0,2,0,1,122518,0
5663,850,0,1,38,2,0,2,1,0,9015,0
5664,667,1,0,71,4,137260,1,0,1,94433,1
5665,559,0,0,33,9,111060,2,1,0,110371,0
5666,636,1,0,60,7,124447,1,1,1,141364,1
5667,672,0,1,34,8,0,2,1,1,16245,0
5668,667,0,0,42,7,0,1,0,1,108348,1
5669,648,2,0,33,7,135310,2,0,1,171668,0
5670,497,0,0,32,8,0,2,1,0,67364,0
5671,743,0,1,73,6,0,2,0,1,107867,0
5672,619,0,0,29,5,0,2,1,0,194310,0
5673,639,1,0,34,5,139393,2,0,0,33950,0
5674,540,1,0,28,8,0,2,0,0,197588,0
5675,766,0,1,26,3,104258,1,1,1,428,0
5676,749,0,1,26,6,0,2,0,1,34948,0
5677,655,2,0,32,9,113447,1,1,0,82084,0
5678,630,0,0,33,9,0,2,1,0,64804,0
5679,778,2,1,33,4,111063,2,1,0,83556,0
5680,757,2,1,30,6,161378,1,0,0,71926,1
5681,529,1,1,39,2,82766,1,1,1,122925,0
5682,620,1,0,29,9,0,2,1,0,13133,0
5683,615,0,1,61,1,104267,1,1,0,62845,1
5684,735,0,1,25,3,91718,1,0,0,28411,0
5685,705,1,1,47,3,63488,1,0,1,28640,1
5686,644,1,1,46,6,12459,1,0,0,156787,1
5687,505,2,1,37,6,159863,2,0,1,125307,0
5688,471,2,0,23,6,104592,2,1,0,131736,0
5689,722,1,1,50,4,132088,1,1,1,128262,0
5690,577,1,1,39,4,0,2,1,0,91366,0
5691,744,1,0,44,5,120654,1,1,0,82290,0
5692,573,0,1,30,6,0,2,1,0,66190,0
5693,653,0,1,32,4,83772,1,0,1,23920,0
5694,660,0,1,31,6,172325,1,0,1,45438,0
5695,787,0,0,46,7,117685,2,1,1,93360,0
5696,617,0,0,41,7,0,2,0,1,14496,0
5697,567,0,0,39,5,0,2,0,0,168521,0
5698,682,1,1,64,9,0,2,1,1,103318,0
5699,684,0,0,35,6,135871,1,1,1,87219,0
5700,447,0,0,41,3,0,4,1,1,197490,1
5701,625,2,1,49,4,128504,1,1,0,126812,1
5702,585,0,0,36,7,0,2,1,0,94283,0
5703,516,0,1,42,8,56228,1,1,0,46857,0
5704,732,2,1,45,6,98792,1,1,0,81491,1
5705,628,2,0,40,5,181768,2,1,1,129107,0
5706,682,1,1,48,9,101198,1,1,1,49732,0
5707,746,0,0,25,9,0,2,0,1,88728,0
5708,655,0,1,60,3,0,2,1,1,86981,0
5709,644,0,1,39,9,0,1,1,0,3740,0
5710,778,0,0,34,5,139064,2,0,0,67949,0
5711,617,0,1,35,2,104508,1,1,1,147636,0
5712,660,2,0,35,9,113948,1,1,0,188891,1
5713,537,0,0,47,10,0,2,0,1,25482,0
5714,554,0,1,39,10,0,2,1,1,18391,0
5715,806,0,0,31,9,0,2,0,1,140168,0
5716,611,2,0,37,1,117524,2,0,1,161064,0
5717,665,0,1,37,5,160389,1,0,1,183542,0
5718,648,0,1,37,7,0,2,1,0,194238,0
5719,692,0,0,27,1,125547,1,0,0,7900,0
5720,507,1,0,46,6,92783,1,1,1,51424,0
5721,696,2,0,49,5,97036,2,1,0,152450,1
5722,681,0,0,34,3,0,2,0,0,55816,0
5723,687,0,1,26,6,0,2,1,1,32909,0
5724,641,1,0,40,5,102145,1,1,1,100637,0
5725,507,0,1,33,1,113452,1,0,0,142911,0
5726,688,1,1,46,8,155681,1,1,0,26287,0
5727,535,2,0,38,8,127475,1,0,0,60775,1
5728,701,0,0,41,10,0,2,1,1,146257,0
5729,488,0,0,43,10,112751,1,1,1,28332,0
5730,539,0,1,29,4,0,2,1,1,100919,0
5731,674,0,0,45,7,144889,1,1,1,102591,1
5732,538,1,0,40,8,0,2,1,1,25554,0
5733,829,0,1,22,7,150126,1,1,0,152107,1
5734,768,0,0,54,8,69712,1,1,1,69381,0
5735,585,1,1,44,4,0,2,0,1,101728,0
5736,581,0,0,31,3,0,2,0,0,89040,0
5737,682,2,1,35,2,117438,2,1,1,16910,0
5738,653,0,0,38,8,119315,1,1,0,150468,0
5739,712,0,1,30,1,89571,1,1,1,177613,0
5740,620,2,1,34,8,102251,1,1,0,120672,0
5741,709,0,0,42,9,118546,1,0,1,77142,0
5742,832,0,0,61,2,0,1,0,1,127804,1
5743,635,1,0,38,0,103257,1,0,0,158344,0
5744,749,1,1,43,1,124209,1,1,1,167179,0
5745,629,1,0,32,3,0,2,1,1,15404,0
5746,836,1,1,41,7,150302,1,1,1,156036,0
5747,542,1,0,34,8,108653,1,0,1,144725,0
5748,645,0,1,45,8,85325,1,0,0,22558,0
5749,844,0,1,29,8,0,2,0,0,147342,0
5750,747,2,0,37,9,135776,3,1,0,85470,1
5751,645,0,0,40,6,131411,1,1,1,194656,0
5752,752,1,1,36,3,0,2,1,1,48505,0
5753,760,1,1,41,6,0,2,0,0,101491,0
5754,714,2,1,45,9,106431,2,1,1,164117,0
5755,717,0,0,50,9,90305,1,1,1,124626,0
5756,645,2,0,28,7,117466,2,1,1,34490,0
5757,681,0,0,32,3,148884,2,1,1,90967,0
5758,681,2,1,44,4,91115,2,0,0,24208,1
5759,679,2,1,37,8,77373,2,0,1,174873,0
5760,528,1,0,23,7,104744,1,1,0,170262,0
5761,710,0,1,31,3,0,2,1,1,112289,0
5762,733,2,0,39,5,91538,1,1,1,93783,0
5763,724,0,1,32,6,0,2,1,1,150026,0
5764,726,0,1,34,0,185734,1,1,1,102036,0
5765,520,0,0,30,3,143396,2,1,1,898,0
5766,556,0,0,40,5,125909,1,1,1,95124,0
5767,579,0,1,45,2,0,2,0,0,11514,0
5768,674,0,0,36,2,154525,1,0,1,27468,0
5769,570,0,1,29,0,0,1,1,0,37092,0
5770,631,0,0,51,8,100654,1,1,0,171587,0
5771,623,1,0,44,1,83325,1,0,1,80828,0
5772,665,0,0,35,8,110934,1,1,0,169287,0
5773,523,1,1,36,8,113680,1,0,0,13197,0
5774,706,2,0,31,1,117020,2,1,0,54439,0
5775,619,0,1,49,9,145359,1,1,0,38186,0
5776,593,2,1,39,8,151391,1,1,0,27274,1
5777,608,1,0,66,8,123935,1,1,1,65758,0
5778,526,0,1,36,0,0,2,1,0,97767,0
5779,684,1,0,40,2,70291,1,1,1,115468,1
5780,604,2,1,42,10,166031,1,1,0,98293,0
5781,636,2,0,36,6,96643,1,0,0,182059,0
5782,669,1,1,33,8,0,2,0,1,128538,0
5783,624,0,0,71,7,0,2,1,1,108841,0
5784,631,0,0,29,2,0,2,1,1,18581,0
5785,753,0,0,48,4,0,2,0,1,146821,0
5786,588,0,0,40,5,0,2,0,0,100727,0
5787,729,2,0,26,4,97268,2,1,0,39356,0
5788,602,0,1,42,10,0,2,0,0,169921,1
5789,689,2,1,55,1,76296,1,1,0,42364,1
5790,486,1,0,27,7,0,2,1,0,28823,0
5791,809,2,1,42,6,64497,3,0,1,182436,1
5792,562,0,0,38,5,0,1,1,0,115700,0
5793,763,1,1,32,8,0,2,1,0,16725,0
5794,669,0,0,57,5,0,2,1,1,56875,0
5795,709,0,0,39,8,0,2,1,0,56214,0
5796,554,1,1,45,4,0,2,1,1,193412,0
5797,699,0,0,37,10,0,2,0,0,83263,0
5798,732,1,0,54,0,134249,1,0,1,13404,0
5799,625,0,1,45,3,0,1,1,1,184474,1
5800,599,0,0,30,9,105443,1,1,1,121124,0
5801,584,1,1,50,1,0,1,0,1,152567,1
5802,499,0,0,35,10,0,2,1,0,10722,0
5803,526,1,0,38,2,0,2,0,0,58010,0
5804,625,2,1,35,5,86147,2,1,0,163440,1
5805,537,1,1,38,1,96939,1,1,1,102606,0
5806,696,1,0,47,1,106758,1,1,1,80591,0
5807,679,0,1,33,9,112528,2,1,0,177362,0
5808,684,0,0,60,2,116563,1,1,0,120257,1
5809,850,0,0,32,4,0,1,1,1,180622,0
5810,495,1,1,42,7,0,2,0,0,130404,0
5811,537,1,1,38,6,141786,1,0,1,147797,0
5812,850,0,0,41,3,136416,1,0,1,57844,0
5813,513,0,0,30,5,0,2,1,0,162523,0
5814,618,2,1,40,1,133245,2,1,1,54495,0
5815,802,2,1,41,4,90757,2,0,1,169183,0
5816,547,0,0,43,1,92350,1,0,1,80262,0
5817,613,2,0,69,9,78778,1,0,1,8751,0
5818,592,2,1,34,6,102143,2,1,1,102628,0
5819,546,0,0,29,5,0,1,1,1,94823,0
5820,721,2,0,37,4,98459,1,0,0,90821,0
5821,671,2,1,47,7,114603,2,1,0,153194,1
5822,624,1,0,35,2,0,2,1,0,87310,0
5823,751,2,1,51,7,148074,1,1,0,146411,1
5824,636,1,0,36,1,0,3,1,1,74048,1
5825,607,1,1,62,8,108004,1,1,1,23386,1
5826,509,2,1,29,0,107712,2,1,1,92898,0
5827,653,1,0,35,9,0,2,1,1,45956,0
5828,709,1,1,37,8,0,3,1,0,71738,0
5829,559,0,0,32,9,145303,1,1,0,103560,0
5830,684,2,0,37,4,138476,2,1,1,52367,0
5831,635,0,1,27,8,127471,1,1,1,152916,1
5832,709,0,0,26,6,156551,1,0,1,4410,0
5833,656,2,1,49,9,97092,1,1,0,74771,1
5834,793,0,0,32,2,0,2,1,0,193817,1
5835,609,1,0,37,5,129312,1,1,1,26793,0
5836,618,2,1,29,10,100315,2,1,1,32526,0
5837,850,0,1,35,6,81684,1,1,0,824,0
5838,669,1,0,51,3,88827,1,0,0,85250,1
5839,594,2,0,40,0,152092,2,1,1,83508,0
5840,616,1,0,71,4,0,2,1,1,173599,0
5841,676,0,1,49,1,0,1,1,0,79342,1
5842,608,1,1,38,9,102406,1,0,1,57600,0
5843,710,0,0,21,4,109130,2,1,1,56191,0
5844,695,0,0,29,5,0,2,1,1,6770,0
5845,530,2,0,33,9,75242,1,0,1,101694,0
5846,509,1,0,29,1,0,2,1,0,69113,0
5847,517,0,1,45,4,0,1,0,0,172674,1
5848,758,2,0,33,0,129142,2,1,1,26606,0
5849,665,0,0,51,2,0,1,0,0,53353,0
5850,631,2,1,22,6,139129,1,1,1,63747,0
5851,576,1,0,33,3,0,2,0,1,190112,0
5852,544,1,0,22,3,66483,1,0,1,110317,0
5853,596,2,0,40,5,62389,3,1,0,148623,1
5854,481,0,1,34,5,0,2,1,1,125253,0
5855,498,0,0,46,1,91857,1,1,0,101954,1
5856,512,1,0,31,6,0,2,1,0,168462,0
5857,594,0,1,56,7,0,1,1,0,26215,1
5858,570,0,1,30,10,176173,1,1,0,97045,1
5859,721,1,0,38,7,0,1,0,1,53534,0
5860,453,0,1,37,4,131834,2,1,0,8949,0
5861,562,0,0,48,3,92347,1,1,1,163116,0
5862,682,0,0,40,4,0,2,1,1,140745,0
5863,748,0,0,40,3,95297,1,0,0,171515,0
5864,729,0,1,32,9,0,2,0,0,150803,0
5865,663,0,0,39,4,0,1,1,0,76884,0
5866,735,0,1,53,8,123845,2,0,1,170454,1
5867,627,2,0,62,3,143426,2,1,1,143104,0
5868,713,0,0,46,5,0,1,1,1,55701,0
5869,562,2,0,31,2,112708,1,0,1,186370,0
5870,632,0,0,43,2,100013,1,1,0,24275,0
5871,479,0,1,33,2,208165,1,0,0,50774,1
5872,658,1,0,21,7,0,2,0,1,154279,0
5873,598,0,1,40,9,0,1,1,0,68462,1
5874,597,0,0,19,2,0,2,1,1,91036,0
5875,512,0,1,33,6,121685,2,1,1,83681,0
5876,704,0,0,39,2,111525,1,1,0,199484,0
5877,474,0,0,26,6,0,2,0,0,152491,0
5878,604,2,0,36,10,113546,1,1,1,134875,0
5879,683,0,0,41,6,95696,2,1,1,184366,0
5880,537,0,0,28,0,88963,2,1,1,189839,0
5881,794,1,0,31,0,144880,2,0,1,175643,0
5882,732,0,0,55,9,136576,1,0,1,3268,1
5883,495,0,1,38,2,63093,1,1,1,47089,0
5884,552,2,0,38,10,132271,2,1,1,46562,0
5885,602,0,1,29,3,88814,2,1,1,62487,0
5886,607,2,0,40,5,90594,1,0,1,181598,0
5887,675,2,1,33,0,141816,1,1,0,64815,1
5888,443,0,1,54,3,138547,1,1,1,70196,1
5889,727,0,1,31,2,52192,2,0,1,160383,0
5890,482,0,0,38,4,124976,1,1,0,35848,0
5891,686,0,1,34,1,0,2,1,0,87278,0
5892,588,2,0,35,3,104356,1,1,0,94498,0
5893,605,1,1,48,10,150315,1,0,1,133486,0
5894,583,0,0,39,1,129299,2,1,0,73107,0
5895,738,2,0,37,7,140950,2,1,0,195333,0
5896,744,1,0,30,1,128065,1,1,0,121525,0
5897,781,0,0,23,2,107433,1,1,0,173843,0
5898,699,0,0,34,2,117468,1,1,0,185227,0
5899,639,0,1,27,2,0,2,0,0,125244,0
5900,583,0,1,27,4,0,3,1,0,163113,0
5901,587,0,0,42,1,0,1,0,0,123006,0
5902,694,0,0,40,9,0,2,1,0,40463,0
5903,570,0,1,29,4,153040,1,1,1,131363,1
5904,692,2,0,45,6,142084,4,1,0,188305,1
5905,511,0,1,30,5,0,2,1,0,143994,0
5906,788,0,0,32,4,112079,1,0,0,89368,0
5907,526,1,0,66,7,132044,2,1,1,158365,0
5908,749,1,1,46,9,66582,1,1,0,78753,1
5909,691,0,1,33,6,0,2,1,1,100408,0
5910,481,0,1,39,6,0,1,1,1,24677,0
5911,752,0,0,33,4,0,2,1,1,39570,0
5912,658,0,1,38,6,102895,1,0,0,155665,0
5913,679,1,0,42,2,0,1,1,1,168294,0
5914,754,2,0,27,7,117578,2,0,1,87908,0
5915,679,0,0,47,10,198546,2,1,0,191198,1
5916,633,1,1,39,2,0,2,0,0,191207,0
5917,674,0,1,31,1,0,1,1,0,128954,0
5918,600,2,0,28,2,116623,1,0,1,59905,0
5919,645,1,0,49,8,0,2,1,0,162012,0
5920,698,0,0,36,6,0,2,0,1,19231,0
5921,508,1,0,54,10,0,1,1,1,175749,0
5922,555,0,1,44,3,105770,3,1,0,60533,1
5923,751,0,1,48,9,0,1,1,0,137508,1
5924,738,0,1,39,1,94435,2,0,1,189430,0
5925,706,2,1,39,8,112889,1,0,1,6723,0
5926,595,0,1,53,7,0,2,1,0,41371,1
5927,577,2,1,43,3,127940,1,0,0,125140,1
5928,578,2,1,36,8,129745,1,1,1,143683,0
5929,699,0,0,32,3,0,2,1,1,170770,0
5930,826,0,1,30,5,0,2,0,1,157397,0
5931,656,2,1,46,7,141535,1,1,0,50595,1
5932,556,0,1,47,2,139914,1,1,1,50390,0
5933,569,0,0,41,4,120243,1,1,0,163150,1
5934,765,0,0,34,9,91835,1,0,0,138280,0
5935,544,1,0,37,2,0,2,0,0,135067,0
5936,588,1,1,22,9,67178,1,1,1,163534,1
5937,740,1,1,31,8,0,2,0,0,86657,0
5938,850,1,0,38,7,115378,1,0,1,162087,0
5939,766,2,0,30,4,127786,2,1,1,28879,0
5940,849,0,1,41,6,0,2,1,1,169203,1
5941,612,0,1,33,0,64900,2,1,0,102426,0
5942,517,2,0,53,0,109172,1,1,0,54676,1
5943,645,0,1,55,7,0,2,1,1,18369,0
5944,696,2,0,43,4,114091,1,0,1,159888,0
5945,716,0,1,40,3,0,2,0,1,167636,0
5946,590,0,0,32,9,0,2,1,0,138889,0
5947,656,0,1,45,7,145933,1,1,1,199392,0
5948,473,2,1,35,7,131504,1,1,0,189560,0
5949,742,2,1,44,8,107926,1,0,1,17375,1
5950,834,2,1,57,8,112281,3,1,0,140225,1
5951,721,0,0,41,7,0,2,0,1,61018,0
5952,590,1,0,29,10,0,1,1,1,51907,1
5953,516,1,1,31,7,0,1,1,0,47018,0
5954,850,0,0,33,0,124781,1,0,1,33700,0
5955,748,0,1,39,9,132865,1,1,1,59636,1
5956,798,2,1,38,4,129055,1,1,0,157147,0
5957,612,2,0,76,6,96166,1,1,1,191393,0
5958,540,0,1,40,3,165298,1,0,1,199862,0
5959,719,1,1,33,7,0,2,1,0,20016,0
5960,598,0,0,48,6,120682,1,1,0,30635,1
5961,796,1,0,32,5,102773,2,0,1,117832,0
5962,579,2,0,42,0,144386,1,1,1,22497,1
5963,850,2,1,40,7,104449,1,1,1,747,0
5964,599,1,0,35,6,137102,1,0,0,76870,0
5965,724,0,1,30,9,142475,1,1,1,107848,0
5966,508,0,1,43,9,0,1,1,0,103726,0
5967,773,1,0,37,2,103195,2,1,0,178268,0
5968,526,0,0,28,1,112070,1,0,1,126281,0
5969,542,0,1,29,7,0,2,0,1,196651,0
5970,470,0,0,35,1,96473,1,0,0,5962,0
5971,805,1,0,37,5,0,2,1,0,21928,0
5972,548,2,0,49,9,108437,1,0,0,127022,1
5973,672,0,0,37,5,153195,1,1,1,162763,0
5974,773,0,0,45,8,96877,1,1,1,113950,0
5975,614,0,0,44,6,0,2,0,1,104930,0
5976,537,0,1,38,10,0,1,0,0,52337,1
5977,704,0,1,40,6,95452,1,0,1,179964,0
5978,586,1,0,41,3,63873,1,1,0,83753,0
5979,677,0,1,24,0,148298,2,0,0,182913,0
5980,558,1,1,31,7,0,2,1,0,166720,0
5981,634,2,1,37,7,143258,2,1,0,192721,0
5982,655,2,0,37,9,121342,1,1,1,180241,0
5983,619,2,1,28,6,99152,2,1,0,48475,0
5984,662,0,1,41,4,0,2,1,0,126551,0
5985,705,1,0,33,7,68423,1,1,1,64872,0
5986,527,1,1,35,8,0,1,1,0,98031,1
5987,630,2,1,25,7,79656,1,1,0,93524,0
5988,850,0,0,35,2,0,2,1,1,56991,0
5989,668,0,1,53,10,110240,1,0,0,183980,1
5990,573,0,1,32,9,125321,2,1,1,130234,0
5991,680,0,0,27,3,0,1,1,0,32454,0
5992,758,0,1,32,2,84378,1,1,1,75396,0
5993,597,0,0,45,7,0,2,0,0,167756,0
5994,580,2,0,35,10,136281,2,1,1,24799,0
5995,622,0,0,59,5,119380,1,1,1,60429,0
5996,638,2,0,62,4,108716,2,1,1,74241,0
5997,640,0,1,20,4,0,2,0,1,78310,0
5998,644,1,0,28,0,0,2,1,0,119419,0
5999,753,0,1,31,6,106596,1,0,0,91305,0
6000,629,0,1,37,10,99546,3,0,1,25136,1
6001,775,0,1,30,5,0,1,1,0,193880,1
6002,701,0,1,41,2,0,1,1,0,47856,0
6003,708,1,0,19,7,112615,1,1,1,4491,0
6004,521,1,1,22,10,0,1,1,1,101311,0
6005,636,0,1,24,9,0,2,0,1,38830,0
6006,529,0,1,31,5,0,2,1,0,26817,0
6007,757,0,0,28,3,75381,1,1,1,199727,0
6008,767,1,1,24,5,0,2,1,1,67445,0
6009,525,1,0,33,5,0,2,1,0,161002,0
6010,759,1,0,38,1,0,2,1,0,20778,0
6011,520,2,1,45,1,123086,1,1,1,41042,1
6012,738,0,1,26,3,0,2,1,0,67484,0
6013,548,1,0,37,4,0,1,1,0,121763,0
6014,535,1,0,48,9,109472,1,1,0,157358,1
6015,615,1,0,59,4,155766,1,1,1,110275,0
6016,850,2,0,38,7,101985,2,0,0,43801,0
6017,487,0,1,34,2,96019,1,0,0,9085,0
6018,731,0,0,30,7,0,2,0,1,143086,0
6019,726,1,1,35,9,0,2,0,1,100556,0
6020,609,0,1,35,2,147900,1,1,0,140000,0
6021,714,0,0,52,4,100755,1,1,1,186775,0
6022,694,1,1,35,7,0,1,1,0,133570,1
6023,786,0,1,33,0,83036,1,0,1,154990,1
6024,698,1,0,27,6,125427,2,0,0,27654,0
6025,601,0,1,46,3,98202,1,0,0,137763,0
6026,769,1,0,41,1,72509,1,1,0,25723,0
6027,850,2,0,44,3,140393,2,0,1,186285,0
6028,646,1,1,50,5,142644,2,1,1,142208,1
6029,659,0,1,44,9,23503,1,0,1,169862,1
6030,487,1,0,33,8,145729,1,1,0,41365,0
6031,740,2,1,40,2,122295,2,1,1,30812,0
6032,686,0,0,39,4,0,2,1,0,155023,0
6033,612,1,1,36,5,119799,2,1,0,159416,0
6034,655,1,0,37,8,163708,2,0,0,76259,0
6035,617,0,0,34,1,61687,2,1,0,105965,0
6036,674,0,1,27,4,79144,1,0,1,50743,0
6037,711,1,0,32,5,0,2,1,1,147720,0
6038,624,2,1,27,7,104848,1,1,1,167387,0
6039,597,1,0,26,5,0,2,0,1,95159,0
6040,682,1,0,46,4,0,1,1,1,4654,0
6041,775,0,0,45,8,0,1,1,0,130376,0
6042,727,0,1,29,1,146652,1,1,1,173486,0
6043,629,0,0,31,6,0,2,1,0,93881,0
6044,684,0,0,46,0,0,2,1,1,36376,0
6045,549,2,1,37,1,130622,2,1,1,128499,0
6046,593,2,0,69,2,187013,2,0,1,105898,0
6047,536,1,0,40,9,0,2,1,1,11959,0
6048,707,0,1,36,6,0,1,0,0,98810,0
6049,592,1,0,41,0,0,2,1,0,65906,0
6050,703,0,0,44,6,98862,1,1,0,151516,0
6051,723,1,1,45,4,0,2,1,0,37214,0
6052,452,2,0,52,1,98443,2,0,0,92033,0
6053,552,1,0,42,4,0,2,0,0,195692,0
6054,633,0,1,47,0,0,1,1,1,6342,1
6055,479,2,1,23,9,123575,1,0,1,95148,0
6056,768,0,0,25,6,0,2,1,1,21215,0
6057,742,0,0,31,4,105239,1,1,1,19700,0
6058,668,2,0,56,9,110993,1,1,0,134396,1
6059,707,1,0,44,3,0,2,1,1,135077,0
